City,Geohash,Latitude,Longitude,Longitude_SW,Latitude_SW,Longitude_NE,Latitude_NE,SeverityScore,IncidentsTotal
Toronto,dpz9jxm,43.8106,-79.20337,-79.20456,43.80936,-79.20319,43.81073,0.2558,10
Toronto,dpz2n22,43.59541,-79.5295,-79.53003,43.59512,-79.52866,43.5965,0.035,10
Toronto,dpz8b0h,43.72603,-79.44759,-79.44763,43.72559,-79.44626,43.72696,0.0243,10
Toronto,dpz9k5r,43.83188,-79.26737,-79.26773,43.83133,-79.26636,43.8327,0.0322,10
Toronto,dpz2vvv,43.75765,-79.54407,-79.54514,43.75717,-79.54376,43.75854,0.0332,10
Toronto,dpz83gq,43.65647,-79.36724,-79.36798,43.65555,-79.36661,43.65692,0.1447,10
Toronto,dpz2ud2,43.73881,-79.60624,-79.60693,43.73795,-79.60556,43.73932,0.0137,10
Toronto,dpz832g,43.64267,-79.39362,-79.39407,43.64182,-79.3927,43.64319,0.0217,10
Toronto,dpz8s47,43.69467,-79.27205,-79.27322,43.694,-79.27185,43.69537,0.1759,10
Toronto,dpz2vvy,43.75748,-79.54357,-79.54376,43.75717,-79.54239,43.75854,0.0394,10
Toronto,dpz2u1x,43.73504,-79.61829,-79.61929,43.73383,-79.61792,43.7352,0.0384,10
Toronto,dpz8dxr,43.72206,-79.33348,-79.33365,43.72147,-79.33228,43.72284,0.0254,10
Toronto,dpz2qhy,43.66393,-79.53179,-79.53278,43.66379,-79.5314,43.66516,0.0428,10
Toronto,dpz8e3n,43.68814,-79.30152,-79.30206,43.68713,-79.30069,43.68851,0.074,10
Toronto,dpz89h0,43.70458,-79.40853,-79.40918,43.70361,-79.40781,43.70499,0.017,10
Toronto,dpz832s,43.64088,-79.39193,-79.3927,43.64044,-79.39133,43.64182,0.0218,10
Toronto,dpz89k0,43.70419,-79.39787,-79.39819,43.70361,-79.39682,43.70499,0.0231,10
Toronto,dpz2z2m,43.72799,-79.47855,-79.47922,43.72696,-79.47784,43.72833,0.0528,10
Toronto,dpz8c1e,43.73425,-79.40455,-79.40506,43.73383,-79.40369,43.7352,0.0349,9
Toronto,dpz2we2,43.70006,-79.51794,-79.51904,43.69949,-79.51767,43.70087,0.0482,9
Toronto,dpz831e,43.647,-79.40394,-79.40506,43.64594,-79.40369,43.64731,0.0505,9
Toronto,dpz8fmb,43.75761,-79.35349,-79.35425,43.75717,-79.35287,43.75854,0.0562,9
Toronto,dpz83sm,43.66182,-79.3795,-79.38034,43.66104,-79.37897,43.66241,0.0276,9
Toronto,dpz2ntd,43.62451,-79.51523,-79.5163,43.62396,-79.51492,43.62534,0.0211,9
Toronto,dpz2s9y,43.69199,-79.59783,-79.59869,43.69125,-79.59732,43.69263,0.0454,9
Toronto,dpz9h33,43.77694,-79.26382,-79.26498,43.7764,-79.26361,43.77777,0.0388,9
Toronto,dpz90c8,43.77884,-79.41962,-79.42017,43.77777,-79.41879,43.77914,0.0528,9
Toronto,dpz2x0v,43.68696,-79.48966,-79.4902,43.68576,-79.48883,43.68713,0.066,9
Toronto,dpz2wwg,43.71975,-79.51403,-79.51492,43.71872,-79.51355,43.72009,0.08,9
Toronto,dpz95fv,43.78501,-79.2804,-79.28146,43.78464,-79.28009,43.78601,0.0894,9
Toronto,dpz8gp4,43.76446,-79.318,-79.31854,43.76404,-79.31717,43.76541,0.0141,9
Toronto,dpz2rwm,43.6725,-79.46754,-79.46823,43.67203,-79.46686,43.6734,0.0164,9
Toronto,dpz8gwe,43.76216,-79.29461,-79.2952,43.76129,-79.29382,43.76266,0.0385,9
Toronto,dpz9516,43.77673,-79.31772,-79.31854,43.7764,-79.31717,43.77777,0.0415,9
Toronto,dpz2whv,43.70851,-79.53392,-79.53415,43.70773,-79.53278,43.70911,0.0653,9
Toronto,dpz883q,43.68904,-79.4333,-79.4339,43.68851,-79.43253,43.68988,0.14,9
Toronto,dpz8vys,43.76188,-79.19473,-79.19495,43.76129,-79.19357,43.76266,0.0185,9
Toronto,dpz2xwj,43.71553,-79.4675,-79.46823,43.7146,-79.46686,43.71597,0.0471,9
Toronto,dpz2je2,43.61238,-79.56249,-79.56299,43.6116,-79.56161,43.61298,0.0457,9
Toronto,dpz881k,43.68886,-79.44745,-79.44763,43.68851,-79.44626,43.68988,0.1578,9
Toronto,dpz8c8e,43.72891,-79.38185,-79.38309,43.72833,-79.38171,43.72971,0.0289,9
Toronto,dpz9412,43.77671,-79.36493,-79.36523,43.7764,-79.36386,43.77777,0.0779,9
Toronto,dpz83m9,43.66837,-79.39631,-79.39682,43.66791,-79.39545,43.66928,0.0488,9
Toronto,dpz2qsn,43.6607,-79.51011,-79.5108,43.65967,-79.50943,43.66104,0.0504,9
Toronto,dpz2jgt,43.61414,-79.54428,-79.54514,43.61298,-79.54376,43.61435,0.0457,9
Toronto,dpz8gqp,43.7592,-79.30033,-79.30069,43.75854,-79.29932,43.75992,0.0584,9
Toronto,dpz89h6,43.70517,-79.40579,-79.40643,43.70499,-79.40506,43.70636,0.0387,9
Toronto,dpz839z,43.64793,-79.37723,-79.37759,43.64731,-79.37622,43.64868,0.0256,9
Toronto,dpz887j,43.69902,-79.4344,-79.43527,43.69812,-79.4339,43.69949,0.0585,9
Toronto,dpz8uep,43.74281,-79.2451,-79.24576,43.74207,-79.24438,43.74344,0.0527,9
Toronto,dpz88xn,43.72077,-79.42254,-79.42291,43.72009,-79.42154,43.72147,0.0651,9
Toronto,dpz825e,43.65714,-79.44849,-79.44901,43.65692,-79.44763,43.65829,0.0308,9
Toronto,dpz91gw,43.78995,-79.36711,-79.36798,43.78876,-79.36661,43.79013,0.0317,9
Toronto,dpz2zny,43.76399,-79.48837,-79.48883,43.76266,-79.48746,43.76404,0.0406,9
Toronto,dpz8gjj,43.75406,-79.31403,-79.31442,43.75305,-79.31305,43.75443,0.015,9
Toronto,dpz8ump,43.75348,-79.25545,-79.25674,43.75305,-79.25537,43.75443,0.0412,9
Toronto,dpz8utr,43.75499,-79.24519,-79.24576,43.75443,-79.24438,43.7558,0.0502,9
Toronto,dpz9k5p,43.8308,-79.26699,-79.26773,43.82996,-79.26636,43.83133,0.067,9
Toronto,dpz95d7,43.78205,-79.29418,-79.2952,43.78189,-79.29382,43.78326,0.0562,9
Toronto,dpz83ht,43.66309,-79.40197,-79.40231,43.66241,-79.40094,43.66379,0.035,9
Toronto,dpz2qpz,43.68148,-79.53073,-79.5314,43.68027,-79.53003,43.68164,0.0159,9
Toronto,dpz95rw,43.81182,-79.30179,-79.30206,43.81073,-79.30069,43.8121,0.0505,9
Toronto,dpz2yjc,43.75794,-79.53876,-79.53964,43.75717,-79.53827,43.75854,0.018,9
Toronto,dpz2zud,43.75081,-79.4611,-79.46136,43.75031,-79.45999,43.75168,0.0361,9
Toronto,dpz9hpr,43.80983,-79.26747,-79.26773,43.80936,-79.26636,43.81073,0.0475,9
Toronto,dpz2jv1,43.62197,-79.54984,-79.55063,43.62122,-79.54926,43.62259,0.1694,9
Toronto,dpz8une,43.76246,-79.27191,-79.27322,43.76129,-79.27185,43.76266,0.1405,9
Toronto,dpz2wvj,43.7099,-79.50066,-79.50119,43.70911,-79.49982,43.71048,0.0628,9
Toronto,dpz90g4,43.78672,-79.41727,-79.41742,43.78601,-79.41605,43.78738,0.0461,9
Toronto,dpz86yc,43.67551,-79.3299,-79.3309,43.67477,-79.32953,43.67615,0.0805,9
Toronto,dpz2zph,43.76462,-79.49121,-79.49158,43.76404,-79.4902,43.76541,0.0423,9
Toronto,dpz8c0h,43.72608,-79.4025,-79.40369,43.72559,-79.40231,43.72696,0.0465,9
Toronto,dpz8uhx,43.75124,-79.26702,-79.26773,43.75031,-79.26636,43.75168,0.0596,9
Toronto,dpz2nhe,43.61883,-79.5363,-79.5369,43.61847,-79.53552,43.61984,0.0284,9
Toronto,dpz2xt7,43.71071,-79.46982,-79.47098,43.71048,-79.4696,43.71185,0.0351,9
Toronto,dpz2tdx,43.69552,-79.55315,-79.55338,43.69537,-79.552,43.69675,0.117,9
Toronto,dpz2zc4,43.7318,-79.46056,-79.46136,43.73108,-79.45999,43.73245,0.0405,9
Toronto,dpz2wnf,43.71912,-79.53767,-79.53827,43.71872,-79.5369,43.72009,0.0515,9
Toronto,dpz8970,43.69874,-79.39704,-79.39819,43.69812,-79.39682,43.69949,0.0544,9
Toronto,dpz9n0u,43.774,-79.18291,-79.18396,43.77365,-79.18259,43.77502,0.0146,9
Toronto,dpz8fp4,43.76419,-79.36199,-79.36249,43.76404,-79.36111,43.76541,0.0577,9
Toronto,dpz95tc,43.8013,-79.29704,-79.29794,43.80112,-79.29657,43.80249,0.0315,9
Toronto,dpz2uez,43.74683,-79.59665,-79.59732,43.74619,-79.59595,43.74756,0.0791,9
Toronto,dpz8djg,43.7145,-79.36037,-79.36111,43.71323,-79.35974,43.7146,0.049,9
Toronto,dpz2se4,43.6994,-79.60315,-79.60419,43.69812,-79.60281,43.69949,0.0647,9
Toronto,dpz2xzj,43.72072,-79.45616,-79.45724,43.72009,-79.45587,43.72147,0.0169,9
Toronto,dpz8bm7,43.75565,-79.4371,-79.43802,43.75443,-79.43665,43.7558,0.044,9
Toronto,dpz886c,43.69784,-79.44021,-79.44077,43.69675,-79.43939,43.69812,0.0535,9
Toronto,dpz2zx9,43.76756,-79.47328,-79.47372,43.76678,-79.47235,43.76816,0.0543,9
Toronto,dpz8dx6,43.72236,-79.33928,-79.34052,43.72147,-79.33914,43.72284,0.0197,8
Toronto,dpz2zjv,43.75802,-79.48954,-79.4902,43.75717,-79.48883,43.75854,0.0789,8
Toronto,dpz8fwp,43.75951,-79.33268,-79.33365,43.75854,-79.33228,43.75992,0.0278,8
Toronto,dpz2rjj,43.66569,-79.4897,-79.4902,43.66516,-79.48883,43.66653,0.0364,8
Toronto,dpz8b2z,43.73036,-79.43231,-79.43253,43.72971,-79.43115,43.73108,0.0328,8
Toronto,dpz8c5c,43.7471,-79.40732,-79.40781,43.74619,-79.40643,43.74756,0.0153,8
Toronto,dpz8crr,43.76656,-79.38807,-79.38858,43.76541,-79.38721,43.76678,0.0347,8
Toronto,dpz2sy6,43.71644,-79.59239,-79.5932,43.71597,-79.59183,43.71735,0.0191,8
Toronto,dpz8bk7,43.74957,-79.43694,-79.43802,43.74893,-79.43665,43.75031,0.0603,8
Toronto,dpz89vs,43.71257,-79.36997,-79.37073,43.71185,-79.36935,43.71323,0.0466,8
Toronto,dpz2yrz,43.76876,-79.52031,-79.52042,43.76816,-79.51904,43.76953,0.0403,8
Toronto,dpz3n2f,43.77447,-79.52659,-79.52728,43.77365,-79.52591,43.77502,0.0505,8
Toronto,dpz2xf4,43.6934,-79.46067,-79.46136,43.69263,-79.45999,43.694,0.0283,8
Toronto,dpz2z2d,43.729,-79.48254,-79.48334,43.72833,-79.48196,43.72971,0.0311,8
Toronto,dpz8ezc,43.72447,-79.28613,-79.28696,43.72421,-79.28558,43.72559,0.0227,8
Toronto,dpz89hq,43.70617,-79.40027,-79.40094,43.70499,-79.39957,43.70636,0.0235,8
Toronto,dpz893d,43.69038,-79.39494,-79.39545,43.68988,-79.39407,43.69125,0.0646,8
Toronto,dpz2x1v,43.69217,-79.48953,-79.4902,43.69125,-79.48883,43.69263,0.1202,8
Toronto,dpz2w02,43.68343,-79.54054,-79.54102,43.68301,-79.53964,43.68439,0.0468,8
Toronto,dpz9hc1,43.77624,-79.24223,-79.24301,43.77502,-79.24164,43.7764,0.0555,8
Toronto,dpz9k37,43.82045,-79.26115,-79.26224,43.82034,-79.26086,43.82172,0.0156,8
Toronto,dpz89t5,43.71002,-79.38225,-79.38309,43.70911,-79.38171,43.71048,0.0687,8
Toronto,dpz2nrx,43.63556,-79.51961,-79.52042,43.63495,-79.51904,43.63632,0.0246,8
Toronto,dpz8bcb,43.73584,-79.41991,-79.42017,43.7352,-79.41879,43.73657,0.0206,8
Toronto,dpz95fy,43.78543,-79.27904,-79.28009,43.78464,-79.27872,43.78601,0.038,8
Toronto,dpz2n6m,43.60694,-79.52224,-79.52316,43.60611,-79.52179,43.60748,0.0157,8
Toronto,dpz89fe,43.69637,-79.37143,-79.3721,43.69537,-79.37073,43.69675,0.0092,8
Toronto,dpz2pq9,43.63042,-79.48407,-79.48471,43.62946,-79.48334,43.63083,0.016,8
Toronto,dpz9hue,43.7946,-79.23933,-79.24026,43.79425,-79.23889,43.79562,0.0158,8
Toronto,dpz884s,43.69613,-79.44729,-79.44763,43.69537,-79.44626,43.69675,0.0227,8
Toronto,dpz2z25,43.72646,-79.48181,-79.48196,43.72559,-79.48059,43.72696,0.0413,8
Toronto,dpz8dq6,43.7168,-79.35067,-79.3515,43.71597,-79.35013,43.71735,0.0292,8
Toronto,dpz8g9q,43.73319,-79.28982,-79.29108,43.73245,-79.2897,43.73383,0.0873,8
Toronto,dpz8sjc,43.7134,-79.27498,-79.27597,43.71323,-79.2746,43.7146,0.0775,8
Toronto,dpz83cg,43.64815,-79.37089,-79.3721,43.64731,-79.37073,43.64868,0.0213,8
Toronto,dpz86hm,43.66129,-79.3581,-79.35837,43.66104,-79.35699,43.66241,0.0234,8
Toronto,dpz8gbe,43.72859,-79.28407,-79.28421,43.72833,-79.28284,43.72971,0.0679,8
Toronto,dpz8dnh,43.71474,-79.3594,-79.35974,43.7146,-79.35837,43.71597,0.0187,8
Toronto,dpz3p8u,43.77433,-79.46828,-79.4696,43.77365,-79.46823,43.77502,0.0314,8
Toronto,dpz88s5,43.70417,-79.42606,-79.42703,43.70361,-79.42566,43.70499,0.0489,8
Toronto,dpz8c8s,43.72911,-79.38157,-79.38171,43.72833,-79.38034,43.72971,0.0529,8
Toronto,dpz8e53,43.70005,-79.31924,-79.31992,43.69949,-79.31854,43.70087,0.015,8
Toronto,dpz88e6,43.70037,-79.4275,-79.42841,43.69949,-79.42703,43.70087,0.0229,8
Toronto,dpz8s4c,43.69738,-79.27481,-79.27597,43.69675,-79.2746,43.69812,0.0301,8
Toronto,dpz2vy3,43.75997,-79.54977,-79.55063,43.75992,-79.54926,43.76129,0.0629,8
Toronto,dpz887n,43.69928,-79.43352,-79.4339,43.69812,-79.43253,43.69949,0.0405,8
Toronto,dpz2yhg,43.75282,-79.53591,-79.5369,43.75168,-79.53552,43.75305,0.0608,8
Toronto,dpz2x6j,43.69344,-79.47885,-79.47922,43.69263,-79.47784,43.694,0.0562,8
Toronto,dpz8ebc,43.68686,-79.28658,-79.28696,43.68576,-79.28558,43.68713,0.0439,8
Toronto,dpz2r3b,43.64819,-79.48549,-79.48608,43.64731,-79.48471,43.64868,0.0149,8
Toronto,dpz8u1q,43.73323,-79.26834,-79.2691,43.73245,-79.26773,43.73383,0.0417,8
Toronto,dpz2v3z,43.73627,-79.56329,-79.56436,43.7352,-79.56299,43.73657,0.0222,8
Toronto,dpz2tr9,43.72343,-79.57227,-79.5726,43.72284,-79.57123,43.72421,0.0422,8
Toronto,dpz83f5,43.64939,-79.37146,-79.3721,43.64868,-79.37073,43.65005,0.036,8
Toronto,dpz8gey,43.74629,-79.29057,-79.29108,43.74619,-79.2897,43.74756,0.0481,8
Toronto,dpz945b,43.79058,-79.36415,-79.36523,43.79013,-79.36386,43.7915,0.112,8
Toronto,dpz2xhw,43.7064,-79.48781,-79.48883,43.70636,-79.48746,43.70773,0.0366,8
Toronto,dpz2qqu,43.6752,-79.52357,-79.52454,43.67477,-79.52316,43.67615,0.0581,8
Toronto,dpz2syp,43.71508,-79.58625,-79.58633,43.7146,-79.58496,43.71597,0.0652,8
Toronto,dpz8946,43.69476,-79.4059,-79.40643,43.694,-79.40506,43.69537,0.0768,8
Toronto,dpz8bzq,43.7658,-79.41165,-79.41193,43.76541,-79.41055,43.76678,0.064,8
Toronto,dpz2nsm,43.61814,-79.51124,-79.51218,43.6171,-79.5108,43.61847,0.0244,8
Toronto,dpz2xyn,43.71533,-79.45513,-79.45587,43.7146,-79.4545,43.71597,0.0336,8
Toronto,dpz8g4u,43.74155,-79.3148,-79.3158,43.74069,-79.31442,43.74207,0.0274,8
Toronto,dpz2v9b,43.73608,-79.56264,-79.56299,43.7352,-79.56161,43.73657,0.0329,8
Toronto,dpz82rs,43.67957,-79.43552,-79.43665,43.67889,-79.43527,43.68027,0.0145,8
Toronto,dpz2ue2,43.74403,-79.60646,-79.60693,43.74344,-79.60556,43.74481,0.0404,8
Toronto,dpz2nx0,43.63277,-79.51866,-79.51904,43.6322,-79.51767,43.63358,0.017,8
Toronto,dpz9093,43.77689,-79.42876,-79.42978,43.7764,-79.42841,43.77777,0.0603,8
Toronto,dpz83fq,43.65054,-79.36764,-79.36798,43.65005,-79.36661,43.65143,0.0115,8
Toronto,dpz9j1b,43.77977,-79.23293,-79.2334,43.77914,-79.23203,43.78052,0.024,8
Toronto,dpz2xt0,43.70972,-79.4744,-79.4751,43.70911,-79.47372,43.71048,0.037,8
Toronto,dpz2yt1,43.75362,-79.51681,-79.51767,43.75305,-79.5163,43.75443,0.0523,8
Toronto,dpz2t1t,43.69014,-79.57753,-79.57809,43.68988,-79.57672,43.69125,0.0298,8
Toronto,dpz8gyq,43.76047,-79.27904,-79.28009,43.75992,-79.27872,43.76129,0.0164,8
Toronto,dpz2q3k,43.64486,-79.52352,-79.52454,43.64456,-79.52316,43.64594,0.0204,8
Toronto,dpz8gt0,43.75404,-79.29822,-79.29932,43.75305,-79.29794,43.75443,0.036,8
Toronto,dpz2w8m,43.68395,-79.51145,-79.51218,43.68301,-79.5108,43.68439,0.0136,8
Toronto,dpz8sxb,43.72463,-79.25423,-79.25537,43.72421,-79.254,43.72559,0.1247,8
Toronto,dpz8udh,43.73767,-79.2487,-79.24988,43.73657,-79.2485,43.73795,0.0299,8
Toronto,dpz2zxy,43.76861,-79.46661,-79.46686,43.76816,-79.46548,43.76953,0.018,8
Toronto,dpz8emf,43.71373,-79.30643,-79.30756,43.71323,-79.30618,43.7146,0.0305,8
Toronto,dpz2wq3,43.7166,-79.52795,-79.52866,43.71597,-79.52728,43.71735,0.0817,8
Toronto,dpz8327,43.63997,-79.393,-79.39407,43.63907,-79.3927,43.64044,0.0229,8
Toronto,dpz8ddz,43.69697,-79.33293,-79.33365,43.69675,-79.33228,43.69812,0.0144,8
Toronto,dpz8sq7,43.7166,-79.26138,-79.26224,43.71597,-79.26086,43.71735,0.0251,8
Toronto,dpz2xrg,43.72505,-79.48175,-79.48196,43.72421,-79.48059,43.72559,0.0339,8
Toronto,dpz900d,43.77266,-79.44954,-79.45038,43.77228,-79.44901,43.77365,0.0358,8
Toronto,dpz836n,43.64942,-79.38905,-79.38995,43.64868,-79.38858,43.65005,0.0821,8
Toronto,dpz2zns,43.76177,-79.49057,-79.49158,43.76129,-79.4902,43.76266,0.1055,8
Toronto,dpz8dtn,43.70998,-79.33439,-79.33502,43.70911,-79.33365,43.71048,0.0133,8
Toronto,dpz2rmy,43.67034,-79.47755,-79.47784,43.66928,-79.47647,43.67065,0.0311,8
Toronto,dpz2xd0,43.69321,-79.4745,-79.4751,43.69263,-79.47372,43.694,0.0285,8
Toronto,dpz2t17,43.68941,-79.57983,-79.58084,43.68851,-79.57947,43.68988,0.0213,8
Toronto,dpz8bdr,43.73869,-79.42116,-79.42154,43.73795,-79.42017,43.73932,0.0211,8
Toronto,dpz9428,43.77353,-79.35388,-79.35425,43.77228,-79.35287,43.77365,0.0415,8
Toronto,dpz8umr,43.75527,-79.25577,-79.25674,43.75443,-79.25537,43.7558,0.0654,7
Toronto,dpz8dju,43.71392,-79.35937,-79.35974,43.71323,-79.35837,43.7146,0.0415,7
Toronto,dpz86ph,43.67641,-79.35874,-79.35974,43.67615,-79.35837,43.67752,0.0223,7
Toronto,dpz2q0u,43.64223,-79.53521,-79.53552,43.64182,-79.53415,43.64319,0.0417,7
Toronto,dpz83th,43.6656,-79.38112,-79.38171,43.66516,-79.38034,43.66653,0.0496,7
Toronto,dpz2yjh,43.7537,-79.5348,-79.53552,43.75305,-79.53415,43.75443,0.0158,7
Toronto,dpz2npv,43.63704,-79.53335,-79.53415,43.63632,-79.53278,43.6377,0.0167,7
Toronto,dpz833y,43.64796,-79.38962,-79.38995,43.64731,-79.38858,43.64868,0.0301,7
Toronto,dpz88wf,43.71963,-79.42747,-79.42841,43.71872,-79.42703,43.72009,0.0158,7
Toronto,dpz95hu,43.79674,-79.31551,-79.3158,43.79562,-79.31442,43.797,0.0139,7
Toronto,dpz83nc,43.67506,-79.40707,-79.40781,43.67477,-79.40643,43.67615,0.0276,7
Toronto,dpz8dnp,43.71571,-79.35496,-79.35562,43.7146,-79.35425,43.71597,0.0463,7
Toronto,dpz2m3h,43.64432,-79.56807,-79.56848,43.64319,-79.56711,43.64456,0.0749,7
Toronto,dpz8b0b,43.73008,-79.4529,-79.45313,43.72971,-79.45175,43.73108,0.0133,7
Toronto,dpz2xb0,43.68273,-79.46332,-79.46411,43.68164,-79.46274,43.68301,0.0164,7
Toronto,dpz9h0h,43.76968,-79.27154,-79.27185,43.76953,-79.27048,43.7709,0.0419,7
Toronto,dpz2q30,43.64348,-79.52915,-79.53003,43.64319,-79.52866,43.64456,0.0228,7
Toronto,dpz2ytu,43.75794,-79.51314,-79.51355,43.75717,-79.51218,43.75854,0.063,7
Toronto,dpz8vv8,43.75702,-79.1992,-79.20044,43.7558,-79.19907,43.75717,0.0232,7
Toronto,dpz2q8x,43.6408,-79.50882,-79.50943,43.64044,-79.50806,43.64182,0.0367,7
Toronto,dpz8fns,43.76166,-79.35904,-79.35974,43.76129,-79.35837,43.76266,0.0426,7
Toronto,dpz8dzs,43.72409,-79.32615,-79.32678,43.72284,-79.32541,43.72421,0.0148,7
Toronto,dpz83ek,43.65616,-79.38089,-79.38171,43.65555,-79.38034,43.65692,0.0283,7
Toronto,dpz2jy1,43.6268,-79.55058,-79.55063,43.62671,-79.54926,43.62808,0.0753,7
Toronto,dpz8gqy,43.76349,-79.30125,-79.30206,43.76266,-79.30069,43.76404,0.0179,7
Toronto,dpz8gcw,43.73486,-79.27977,-79.28009,43.73383,-79.27872,43.7352,0.0311,7
Toronto,dpz2y3c,43.73634,-79.52745,-79.52866,43.7352,-79.52728,43.73657,0.0528,7
Toronto,dpxrvzt,43.59122,-79.54428,-79.54514,43.591,-79.54376,43.59238,0.08,7
Toronto,dpz8g8z,43.73049,-79.28868,-79.2897,43.72971,-79.28833,43.73108,0.0134,7
Toronto,dpz8cxy,43.76882,-79.3782,-79.37897,43.76816,-79.37759,43.76953,0.0504,7
Toronto,dpz2zrx,43.76713,-79.47568,-79.47647,43.76678,-79.4751,43.76816,0.0333,7
Toronto,dpz9hm6,43.79892,-79.26254,-79.26361,43.79837,-79.26224,43.79974,0.0119,7
Toronto,dpz8bm2,43.7549,-79.44175,-79.44214,43.75443,-79.44077,43.7558,0.061,7
Toronto,dpz89p8,43.72384,-79.40825,-79.40918,43.72284,-79.40781,43.72421,0.0471,7
Toronto,dpz90k7,43.79412,-79.43771,-79.43802,43.79288,-79.43665,43.79425,0.0482,7
Toronto,dpz2mwu,43.67545,-79.55707,-79.5575,43.67477,-79.55612,43.67615,0.0067,7
Toronto,dpz8s18,43.69065,-79.27657,-79.27734,43.68988,-79.27597,43.69125,0.2114,7
Toronto,dpz2nw9,43.63042,-79.5175,-79.51767,43.62946,-79.5163,43.63083,0.0297,7
Toronto,dpz881g,43.69208,-79.44874,-79.44901,43.69125,-79.44763,43.69263,0.0178,7
Toronto,dpz2xt4,43.71027,-79.47209,-79.47235,43.70911,-79.47098,43.71048,0.0322,7
Toronto,dpz8bmd,43.75657,-79.43873,-79.43939,43.7558,-79.43802,43.75717,0.0338,7
Toronto,dpz8g04,43.72615,-79.31783,-79.31854,43.72559,-79.31717,43.72696,0.0062,7
Toronto,dpz8erg,43.72478,-79.30529,-79.30618,43.72421,-79.30481,43.72559,0.0346,7
Toronto,dpz83j4,43.66629,-79.40573,-79.40643,43.66516,-79.40506,43.66653,0.1188,7
Toronto,dpz2u3r,43.7338,-79.60749,-79.60831,43.73245,-79.60693,43.73383,0.043,7
Toronto,dpz2wu4,43.70424,-79.50417,-79.50531,43.70361,-79.50394,43.70499,0.0361,7
Toronto,dpz2scn,43.68793,-79.58705,-79.58771,43.68713,-79.58633,43.68851,0.0207,7
Toronto,dpz2ydg,43.74134,-79.51367,-79.51492,43.74069,-79.51355,43.74207,0.0733,7
Toronto,dpz8utp,43.75416,-79.24494,-79.24576,43.75305,-79.24438,43.75443,0.052,7
Toronto,dpz2rty,43.66999,-79.46645,-79.46686,43.66928,-79.46548,43.67065,0.0216,7
Toronto,dpz9jr2,43.80954,-79.22227,-79.22241,43.80936,-79.22104,43.81073,0.0317,7
Toronto,dpz83wh,43.67153,-79.38084,-79.38171,43.67065,-79.38034,43.67203,0.0429,7
Toronto,dpz9nck,43.77653,-79.1505,-79.151,43.7764,-79.14963,43.77777,0.0739,7
Toronto,dpz2z21,43.72629,-79.48362,-79.48471,43.72559,-79.48334,43.72696,0.0572,7
Toronto,dpz2jez,43.61522,-79.55277,-79.55338,43.61435,-79.552,43.61572,0.0101,7
Toronto,dpz8833,43.68939,-79.4395,-79.44077,43.68851,-79.43939,43.68988,0.0742,7
Toronto,dpz88x8,43.72343,-79.43072,-79.43115,43.72284,-79.42978,43.72421,0.018,7
Toronto,dpz2sxq,43.72233,-79.59781,-79.59869,43.72147,-79.59732,43.72284,0.0138,7
Toronto,dpz8d3g,43.69144,-79.34957,-79.35013,43.69125,-79.34875,43.69263,0.0469,7
Toronto,dpz9h86,43.77171,-79.2515,-79.25262,43.7709,-79.25125,43.77228,0.0273,7
Toronto,dpz2swb,43.72004,-79.60679,-79.60693,43.71872,-79.60556,43.72009,0.022,7
Toronto,dpz8336,43.64545,-79.39499,-79.39545,43.64456,-79.39407,43.64594,0.0149,7
Toronto,dpz2nt7,43.6232,-79.51454,-79.51492,43.62259,-79.51355,43.62396,0.0232,7
Toronto,dpz2w8u,43.68678,-79.513,-79.51355,43.68576,-79.51218,43.68713,0.0604,7
Toronto,dpz8g85,43.72636,-79.29444,-79.2952,43.72559,-79.29382,43.72696,0.0147,7
Toronto,dpz8bzn,43.76506,-79.4118,-79.41193,43.76404,-79.41055,43.76541,0.0836,7
Toronto,dpz2xf1,43.69318,-79.46217,-79.46274,43.69263,-79.46136,43.694,0.0173,7
Toronto,dpz2x0u,43.68653,-79.49114,-79.49158,43.68576,-79.4902,43.68713,0.0322,7
Toronto,dpz8ukv,43.75274,-79.25914,-79.25949,43.75168,-79.25812,43.75305,0.0675,7
Toronto,dpz2ytb,43.75739,-79.51807,-79.51904,43.75717,-79.51767,43.75854,0.0202,7
Toronto,dpz9j11,43.77581,-79.23145,-79.23203,43.77502,-79.23065,43.7764,0.0295,7
Toronto,dpz2mqs,43.67415,-79.56782,-79.56848,43.6734,-79.56711,43.67477,0.0376,7
Toronto,dpz8byw,43.76189,-79.41144,-79.41193,43.76129,-79.41055,43.76266,0.0116,7
Toronto,dpz2nkh,43.61592,-79.52384,-79.52454,43.61572,-79.52316,43.6171,0.0143,7
Toronto,dpz2syh,43.71585,-79.58954,-79.59045,43.7146,-79.58908,43.71597,0.0576,7
Toronto,dpz9hc8,43.77862,-79.24328,-79.24438,43.77777,-79.24301,43.77914,0.0666,7
Toronto,dpz8udn,43.73721,-79.2463,-79.24713,43.73657,-79.24576,43.73795,0.0219,7
Toronto,dpz82z5,43.67683,-79.41574,-79.41605,43.67615,-79.41467,43.67752,0.0187,7
Toronto,dpz2yee,43.74582,-79.51484,-79.51492,43.74481,-79.51355,43.74619,0.0744,7
Toronto,dpz2u6g,43.74142,-79.61336,-79.6138,43.74069,-79.61243,43.74207,0.0515,7
Toronto,dpz8u1n,43.7321,-79.26814,-79.2691,43.73108,-79.26773,43.73245,0.0522,7
